index,Apartment,Apartment URL,Sq Feet,Sq Feet Clean,Rent,Rent Simple,Bedrooms,Deposit,Available
566,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,731 Sq Ft,731,"$1,889 - 3,485",1889 ,"('1 ', ' bedroom')",$0,Mar 2
567,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,756 Sq Ft,756,"$1,859 - 3,458",1859 ,"('1 ', ' bedroom')",$0,Mar 3
568,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,756 Sq Ft,756,"$1,859 - 3,438",1859 ,"('1 ', ' bedroom')",$0,Mar 3
569,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,722 Sq Ft,722,"$1,889 - 3,485",1889 ,"('1 ', ' bedroom')",$0,Mar 23
570,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,756 Sq Ft,756,"$1,859 - 3,458",1859 ,"('1 ', ' bedroom')",$0,Apr 3
571,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,779 Sq Ft,779,"$1,839 - 3,426",1839 ,"('1 ', ' bedroom')",$0,Apr 4
573,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,722 Sq Ft,722,"$1,879 - 3,490",1879 ,"('1 ', ' bedroom')",$0,Apr 11
593,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,715 Sq Ft,715,"$1,650 - 1,895",1650 ,"('1 ', ' bedroom')",$0,Available Now
594,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,715 Sq Ft,715,"$1,650",1650,"('1 ', ' bedroom')",$0,Available Now
595,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,715 Sq Ft,715,"$1,765",1765,"('1 ', ' bedroom')",$0,Available Now
596,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,715 Sq Ft,715,"$1,895",1895,"('1 ', ' bedroom')",$0,Available Now
597,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,932 Sq Ft,932,"$1,765 - 1,940",1765 ,"('1 ', ' bedroom')","$1,765",Available Now
598,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,932 Sq Ft,932,"$1,765",1765,"('1 ', ' bedroom')","$1,765",Available Now
599,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,932 Sq Ft,932,"$1,765",1765,"('1 ', ' bedroom')",$0,Available Now
600,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,932 Sq Ft,932,"$1,940",1940,"('1 ', ' bedroom')",$0,Available Now
602,1001 @ Waterfront,https://www.apartments.com/1001-waterfront-washington-dc/bchw3l8,"1,152 Sq Ft",1152,"$2,240 - 2,625",2240 ,"('2 ', ' bedroom')","$2,400",Available Now
613,Camden South Capitol,https://www.apartments.com/camden-south-capitol-washington-dc/rrjzp51,713 Sq Ft,713,"$1,860",1860,"('1 ', ' bedroom')",$0,Available Now
615,Camden South Capitol,https://www.apartments.com/camden-south-capitol-washington-dc/rrjzp51,791 Sq Ft,791,"$2,072 - 2,092",2072 ,"('1 ', ' bedroom')",$0,Available Now
616,Camden South Capitol,https://www.apartments.com/camden-south-capitol-washington-dc/rrjzp51,791 Sq Ft,791,"$2,072",2072,"('1 ', ' bedroom')",$0,Available Now
617,Camden South Capitol,https://www.apartments.com/camden-south-capitol-washington-dc/rrjzp51,791 Sq Ft,791,"$2,092",2092,"('1 ', ' bedroom')",$0,Feb 11
618,Camden South Capitol,https://www.apartments.com/camden-south-capitol-washington-dc/rrjzp51,771 Sq Ft,771,"$2,150",2150,"('1 ', ' bedroom')",$0,Feb 19
620,Camden South Capitol,https://www.apartments.com/camden-south-capitol-washington-dc/rrjzp51,784 Sq Ft,784,"$2,172",2172,"('1 ', ' bedroom')",$0,Mar 26
622,Camden South Capitol,https://www.apartments.com/camden-south-capitol-washington-dc/rrjzp51,729 Sq Ft,729,"$2,024",2024,"('1 ', ' bedroom')",$0,Mar 31
635,The Bixby,https://www.apartments.com/the-bixby-washington-dc/2sybkcb,795 Sq Ft,795,"$2,171 - 2,591",2171 ,"('1 ', ' bedroom')",$750,Apr 8
637,909,https://www.apartments.com/909-washington-dc/09etle3,771 Sq Ft,771,"$1,820 - 3,544",1820 ,"('1 ', ' bedroom')",$0,Feb 7
638,909,https://www.apartments.com/909-washington-dc/09etle3,828 Sq Ft,828,"$1,885 - 3,819",1885 ,"('1 ', ' bedroom')",$0,Feb 7
639,909,https://www.apartments.com/909-washington-dc/09etle3,905 Sq Ft,905,"$1,935 - 4,012",1935 ,"('1 ', ' bedroom')",$0,Available Now
640,909,https://www.apartments.com/909-washington-dc/09etle3,741 Sq Ft,741,"$1,940 - 3,279",1940 ,"('1 ', ' bedroom')",$0,Available Now
641,909,https://www.apartments.com/909-washington-dc/09etle3,828 Sq Ft,828,"$1,965 - 4,051",1965 ,"('1 ', ' bedroom')",$0,Available Now
642,909,https://www.apartments.com/909-washington-dc/09etle3,953 Sq Ft,953,"$2,135 - 3,896",2135 ,"('1 ', ' bedroom')",$0,Apr 1
643,909,https://www.apartments.com/909-washington-dc/09etle3,750 Sq Ft,750,Call for Rent,all f,"('St', ' bedroom')",$0,Available Soon
644,909,https://www.apartments.com/909-washington-dc/09etle3,967 Sq Ft,967,Call for Rent,all f,"('St', ' bedroom')",$0,Available Soon
645,909,https://www.apartments.com/909-washington-dc/09etle3,775 Sq Ft,775,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
646,909,https://www.apartments.com/909-washington-dc/09etle3,837 Sq Ft,837,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
647,909,https://www.apartments.com/909-washington-dc/09etle3,894 Sq Ft,894,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
648,909,https://www.apartments.com/909-washington-dc/09etle3,922 Sq Ft,922,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
649,909,https://www.apartments.com/909-washington-dc/09etle3,993 Sq Ft,993,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
650,909,https://www.apartments.com/909-washington-dc/09etle3,771 Sq Ft,771,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
651,909,https://www.apartments.com/909-washington-dc/09etle3,741 Sq Ft,741,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
652,909,https://www.apartments.com/909-washington-dc/09etle3,"1,051 Sq Ft",1051,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
653,909,https://www.apartments.com/909-washington-dc/09etle3,"1,011 Sq Ft",1011,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
654,909,https://www.apartments.com/909-washington-dc/09etle3,"1,068 Sq Ft",1068,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
655,909,https://www.apartments.com/909-washington-dc/09etle3,"1,116 Sq Ft",1116,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
656,909,https://www.apartments.com/909-washington-dc/09etle3,"1,155 Sq Ft",1155,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
677,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,747 Sq Ft,747,"$2,003 - 2,441",2003 ,"('1 ', ' bedroom')",$250,Available Now
678,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,747 Sq Ft,747,"$2,003 - 2,441",2003 ,"('1 ', ' bedroom')",$0,Available Now
679,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,744 Sq Ft,744,"$2,236 - 2,919",2236 ,"('1 ', ' bedroom')",$250,Available Now
680,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,817 Sq Ft,817,"$2,058 - 2,557",2058 ,"('1 ', ' bedroom')",$250,Feb 14
681,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,817 Sq Ft,817,"$2,058 - 2,499",2058 ,"('1 ', ' bedroom')",$0,Feb 14
682,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,751 Sq Ft,751,"$1,975 - 2,445",1975 ,"('1 ', ' bedroom')",$250,Feb 22
683,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,751 Sq Ft,751,"$1,975 - 2,404",1975 ,"('1 ', ' bedroom')",$0,Feb 22
684,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,817 Sq Ft,817,"$2,108 - 2,557",2108 ,"('1 ', ' bedroom')",$0,Feb 22
685,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,740 Sq Ft,740,"$1,984 - 2,366",1984 ,"('1 ', ' bedroom')",$250,Feb 27
686,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,740 Sq Ft,740,"$1,984 - 2,366",1984 ,"('1 ', ' bedroom')",$0,Feb 27
687,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,717 Sq Ft,717,"$1,910 - 2,421",1910 ,"('1 ', ' bedroom')",$250,Mar 3
688,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,717 Sq Ft,717,"$1,910 - 2,421",1910 ,"('1 ', ' bedroom')",$0,Mar 3
689,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,751 Sq Ft,751,"$1,995 - 2,445",1995 ,"('1 ', ' bedroom')",$0,Mar 27
690,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,744 Sq Ft,744,"$2,236 - 2,919",2236 ,"('1 ', ' bedroom')",$0,Apr 4
691,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,723 Sq Ft,723,"$2,025 - 2,680",2025 ,"('1 ', ' bedroom')",$250,Apr 19
692,Eliot on 4th,https://www.apartments.com/eliot-on-4th-washington-dc/e4mgx1p,723 Sq Ft,723,"$2,025 - 2,680",2025 ,"('1 ', ' bedroom')",$0,Apr 19
709,Onyx on First,https://www.apartments.com/onyx-on-first-washington-dc/kz1q2c8,726 Sq Ft,726,"$2,275",2275,"('2 ', ' bedroom')",$0,Available Now
711,Onyx on First,https://www.apartments.com/onyx-on-first-washington-dc/kz1q2c8,795 Sq Ft,795,"$2,275 - 2,500",2275 ,"('2 ', ' bedroom')",$0,Available Now
712,Onyx on First,https://www.apartments.com/onyx-on-first-washington-dc/kz1q2c8,795 Sq Ft,795,"$2,275",2275,"('2 ', ' bedroom')",$0,Available Now
713,Onyx on First,https://www.apartments.com/onyx-on-first-washington-dc/kz1q2c8,726 Sq Ft,726,"$2,275",2275,"('2 ', ' bedroom')",$0,Feb 23
714,Onyx on First,https://www.apartments.com/onyx-on-first-washington-dc/kz1q2c8,"1,088 Sq Ft",1088,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
721,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,771 Sq Ft,771,"$1,490",1490,"('1 ', ' bedroom')",$0,Available Now
723,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,748 Sq Ft,748,"$2,145 - 2,635",2145 ,"('1 ', ' bedroom')",$0,Available Now
724,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,748 Sq Ft,748,"$2,145 - 2,300",2145 ,"('1 ', ' bedroom')",$0,Available Now
725,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,748 Sq Ft,748,"$2,145 - 2,300",2145 ,"('1 ', ' bedroom')",$0,Feb 7
726,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,777 Sq Ft,777,"$2,165 - 2,320",2165 ,"('1 ', ' bedroom')",$0,Available Now
728,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,771 Sq Ft,771,"$1,490",1490,"('1 ', ' bedroom')",$0,Feb 12
729,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,748 Sq Ft,748,"$2,260 - 2,460",2260 ,"('1 ', ' bedroom')",$0,Feb 19
730,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,712 Sq Ft,712,"$1,995 - 2,295",1995 ,"('1 ', ' bedroom')",$0,Feb 24
731,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,712 Sq Ft,712,"$1,995 - 2,165",1995 ,"('1 ', ' bedroom')",$0,Feb 24
732,f1rst residences,https://www.apartments.com/f1rst-residences-washington-dc/pwqnvsv,712 Sq Ft,712,"$2,140 - 2,295",2140 ,"('1 ', ' bedroom')",$0,Mar 5
751,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,733 Sq Ft,733,"$1,872 - 1,903",1872 ,"('1 ', ' bedroom')",$300,Available Now
752,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,733 Sq Ft,733,"$1,872",1872,"('1 ', ' bedroom')",$0,Available Now
753,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,733 Sq Ft,733,"$1,903",1903,"('1 ', ' bedroom')",$0,Available Now
754,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,712 Sq Ft,712,"$1,882",1882,"('1 ', ' bedroom')",$300,Available Now
755,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,712 Sq Ft,712,"$1,882",1882,"('1 ', ' bedroom')",$0,Available Now
756,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,731 Sq Ft,731,"$1,903",1903,"('1 ', ' bedroom')",$300,Available Now
757,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,731 Sq Ft,731,"$1,903",1903,"('1 ', ' bedroom')",$0,Available Now
758,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,733 Sq Ft,733,"$1,903 - 2,018",1903 ,"('1 ', ' bedroom')",$300,Available Now
760,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,733 Sq Ft,733,"$2,018",2018,"('1 ', ' bedroom')",$0,Available Now
761,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,748 Sq Ft,748,"$1,918",1918,"('1 ', ' bedroom')",$300,Available Now
762,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,748 Sq Ft,748,"$1,918",1918,"('1 ', ' bedroom')",$0,Available Now
763,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,778 Sq Ft,778,"$1,948 - 2,033",1948 ,"('1 ', ' bedroom')",$300,Available Now
764,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,778 Sq Ft,778,"$1,948",1948,"('1 ', ' bedroom')",$0,Available Now
765,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,778 Sq Ft,778,"$1,963",1963,"('1 ', ' bedroom')",$0,Available Now
766,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,778 Sq Ft,778,"$2,033",2033,"('1 ', ' bedroom')",$0,Available Now
767,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,836 Sq Ft,836,"$2,108",2108,"('1 ', ' bedroom')",$300,Available Now
768,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,836 Sq Ft,836,"$2,108",2108,"('1 ', ' bedroom')",$0,Available Now
769,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,817 Sq Ft,817,"$2,214",2214,"('1 ', ' bedroom')",$300,Available Now
770,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,817 Sq Ft,817,"$2,214",2214,"('1 ', ' bedroom')",$0,Available Now
771,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,819 Sq Ft,819,"$2,229 - 2,328",2229 ,"('1 ', ' bedroom')",$300,Available Now
772,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,819 Sq Ft,819,"$2,229",2229,"('1 ', ' bedroom')",$0,Available Now
773,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,819 Sq Ft,819,"$2,234",2234,"('1 ', ' bedroom')",$0,Available Now
774,Valo,https://www.apartments.com/valo-washington-dc/fvrk50r,819 Sq Ft,819,"$2,264",2264,"('1 ', ' bedroom')",$0,Available Now
887,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,749 Sq Ft,749,"$1,630 - 3,867",1630 ,"('1 ', ' bedroom')",$0,Available Now
888,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,744 Sq Ft,744,"$1,665 - 4,800",1665 ,"('1 ', ' bedroom')",$0,Available Now
889,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,745 Sq Ft,745,"$1,685 - 4,889",1685 ,"('1 ', ' bedroom')",$0,Available Now
890,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,758 Sq Ft,758,"$1,700 - 4,048",1700 ,"('1 ', ' bedroom')",$0,Available Now
891,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,760 Sq Ft,760,"$1,710 - 3,409",1710 ,"('1 ', ' bedroom')",$0,Available Now
892,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,770 Sq Ft,770,"$1,720 - 3,519",1720 ,"('1 ', ' bedroom')",$0,Available Now
893,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,761 Sq Ft,761,"$1,740 - 4,469",1740 ,"('1 ', ' bedroom')",$0,Available Now
894,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,778 Sq Ft,778,"$1,778 - 3,588",1778 ,"('1 ', ' bedroom')",$0,Available Now
895,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,750 Sq Ft,750,"$1,780 - 4,413",1780 ,"('1 ', ' bedroom')",$0,Available Now
896,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,752 Sq Ft,752,"$1,790 - 4,242",1790 ,"('1 ', ' bedroom')",$0,Available Now
897,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,810 Sq Ft,810,"$1,800 - 3,846",1800 ,"('1 ', ' bedroom')",$0,Available Now
898,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,841 Sq Ft,841,"$1,805 - 4,443",1805 ,"('1 ', ' bedroom')",$0,Available Now
899,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,837 Sq Ft,837,"$1,835 - 4,542",1835 ,"('1 ', ' bedroom')",$0,Available Now
900,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,822 Sq Ft,822,"$1,905 - 3,616",1905 ,"('1 ', ' bedroom')",$0,Available Now
901,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,838 Sq Ft,838,"$1,905 - 3,728",1905 ,"('1 ', ' bedroom')",$0,Available Now
902,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,839 Sq Ft,839,"$1,910 - 4,811",1910 ,"('1 ', ' bedroom')",$0,Available Now
903,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,822 Sq Ft,822,"$1,945 - 3,980",1945 ,"('1 ', ' bedroom')",$0,Available Now
904,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,898 Sq Ft,898,"$1,955 - 4,816",1955 ,"('1 ', ' bedroom')",$0,Available Now
905,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,933 Sq Ft,933,"$2,035 - 3,875",2035 ,"('1 ', ' bedroom')",$0,Available Now
906,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,839 Sq Ft,839,"$2,141 - 5,103",2141 ,"('1 ', ' bedroom')",$0,Available Now
907,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,006 Sq Ft",1006,"$2,168 - 5,090",2168 ,"('1 ', ' bedroom')",$0,Available Now
908,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,838 Sq Ft,838,"$2,176 - 5,119",2176 ,"('1 ', ' bedroom')",$0,Available Now
909,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,938 Sq Ft,938,"$2,210 - 4,171",2210 ,"('1 ', ' bedroom')",$0,Available Now
910,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,995 Sq Ft,995,"$2,223 - 5,527",2223 ,"('1 ', ' bedroom')",$0,Available Now
911,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,714 Sq Ft,714,"$1,755 - 4,466",1755 ,"('1 ', ' bedroom')",$0,Feb 10
912,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,752 Sq Ft,752,"$1,660 - 3,732",1660 ,"('1 ', ' bedroom')",$0,Mar 3
913,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,752 Sq Ft,752,"$1,680 - 3,778",1680 ,"('1 ', ' bedroom')",$0,Mar 21
914,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,903 Sq Ft,903,"$1,980 - 3,902",1980 ,"('1 ', ' bedroom')",$0,Mar 22
915,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,875 Sq Ft,875,"$2,141 - 5,688",2141 ,"('1 ', ' bedroom')",$0,Apr 4
916,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,752 Sq Ft,752,"$1,635 - 3,677",1635 ,"('1 ', ' bedroom')",$0,Apr 7
917,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,837 Sq Ft,837,"$1,955 - 4,351",1955 ,"('1 ', ' bedroom')",$0,Apr 8
918,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,703 Sq Ft,703,"$1,578 - 3,200",1578 ,"('St', ' bedroom')",$0,Apr 15
919,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,736 Sq Ft,736,Call for Rent,all f,"('St', ' bedroom')",$0,Available Soon
920,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,726 Sq Ft,726,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
921,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,740 Sq Ft,740,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
922,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,758 Sq Ft,758,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
923,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,778 Sq Ft,778,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
924,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,806 Sq Ft,806,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
925,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,815 Sq Ft,815,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
926,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,881 Sq Ft,881,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
927,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,945 Sq Ft,945,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
928,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,962 Sq Ft,962,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
929,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,967 Sq Ft,967,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
930,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,711 Sq Ft,711,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
931,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,713 Sq Ft,713,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
932,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,725 Sq Ft,725,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
933,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,737 Sq Ft,737,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
934,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,749 Sq Ft,749,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
935,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,750 Sq Ft,750,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
936,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,973 Sq Ft,973,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
937,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,006 Sq Ft",1006,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
938,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,147 Sq Ft",1147,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
939,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,977 Sq Ft,977,Call for Rent,all f,"('1 ', ' bedroom')",$0,Available Soon
940,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,192 Sq Ft",1192,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
941,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,022 Sq Ft",1022,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
942,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,176 Sq Ft",1176,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
943,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,212 Sq Ft",1212,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
944,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,251 Sq Ft",1251,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
946,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,374 Sq Ft",1374,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
947,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,040 Sq Ft",1040,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
948,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,"1,147 Sq Ft",1147,Call for Rent,all f,"('2 ', ' bedroom')",$0,Available Soon
1179,The Apollo,https://www.apartments.com/the-apollo-washington-dc/j0s2m86,718 Sq Ft,718,"$2,174 - 5,291",2174 ,"('1 ', ' bedroom')",$0,Available Now
1180,The Apollo,https://www.apartments.com/the-apollo-washington-dc/j0s2m86,723 Sq Ft,723,"$2,029 - 5,117",2029 ,"('1 ', ' bedroom')",$0,Mar 8
1183,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,704 Sq Ft,704,"$2,023 - 2,915",2023 ,"('1 ', ' bedroom')",$0,Available Now
1184,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,704 Sq Ft,704,"$2,023",2023,"('1 ', ' bedroom')",$0,Available Now
1185,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,704 Sq Ft,704,"$2,033",2033,"('1 ', ' bedroom')",$0,Available Now
